0520, Degree : 473, Score : 0.007842812137290664
0299, Degree : 364, Score : 0.006035483336096833
0105, Degree : 320, Score : 0.005305919416348864
0417, Degree : 300, Score : 0.00497429945282706
0445, Degree : 288, Score : 0.0047753274747139775
0059, Degree : 282, Score : 0.004675841485657436
0336, Degree : 279, Score : 0.004626098491129166
0396, Degree : 279, Score : 0.004626098491129166
0397, Degree : 278, Score : 0.0046095174929530755
0300, Degree : 271, Score : 0.004493450505720444
0205, Degree : 264, Score : 0.004377383518487813
0658, Degree : 262, Score : 0.004344221522135632
0334, Degree : 254, Score : 0.004211573536726911
0506, Degree : 249, Score : 0.00412866854584646
0265, Degree : 247, Score : 0.0040955065494942796
0398, Degree : 246, Score : 0.00407892555131819
0483, Degree : 246, Score : 0.00407892555131819
0392, Degree : 241, Score : 0.003996020560437738
0415, Degree : 237, Score : 0.0039296965677333776
0223, Degree : 236, Score : 0.003913115569557288
0485, Degree : 233, Score : 0.003863372575029017
0447, Degree : 225, Score : 0.0037307245896202952
0421, Degree : 222, Score : 0.0036809815950920245
0253, Degree : 221, Score : 0.003664400596915934
0003, Degree : 220, Score : 0.0036478195987398442
0302, Degree : 218, Score : 0.003614657602387664
0228, Degree : 217, Score : 0.0035980766042115735
0395, Degree : 216, Score : 0.003581495606035483
0444, Degree : 214, Score : 0.003548333609683303
0270, Degree : 213, Score : 0.003531752611507213
0006, Degree : 208, Score : 0.003448847620626762
0414, Degree : 207, Score : 0.0034322666224506715
0482, Degree : 207, Score : 0.0034322666224506715
0393, Degree : 205, Score : 0.003399104626098491
0356, Degree : 204, Score : 0.003382523627922401
0048, Degree : 203, Score : 0.003365942629746311
0446, Degree : 202, Score : 0.0033493616315702205
0360, Degree : 201, Score : 0.00333278063339413
0107, Degree : 200, Score : 0.00331619963521804
0443, Degree : 200, Score : 0.00331619963521804
0507, Degree : 199, Score : 0.00329961863704195
0115, Degree : 196, Score : 0.003249875642513679
0227, Degree : 196, Score : 0.003249875642513679
0567, Degree : 196, Score : 0.003249875642513679
0487, Degree : 189, Score : 0.003133808655281048
0017, Degree : 187, Score : 0.0031006466589288675
0193, Degree : 183, Score : 0.003034322666224507
0484, Degree : 182, Score : 0.0030177416680484165
0172, Degree : 181, Score : 0.003001160669872326
0237, Degree : 181, Score : 0.003001160669872326
0497, Degree : 181, Score : 0.003001160669872326
0238, Degree : 180, Score : 0.002984579671696236
0352, Degree : 180, Score : 0.002984579671696236
0394, Degree : 180, Score : 0.002984579671696236
0355, Degree : 179, Score : 0.002967998673520146
0486, Degree : 177, Score : 0.0029348366771679655
0240, Degree : 176, Score : 0.002918255678991875
0408, Degree : 176, Score : 0.002918255678991875
0418, Degree : 176, Score : 0.002918255678991875
0566, Degree : 176, Score : 0.002918255678991875
0164, Degree : 175, Score : 0.002901674680815785
0313, Degree : 174, Score : 0.002885093682639695
0559, Degree : 174, Score : 0.002885093682639695
0157, Degree : 173, Score : 0.002868512684463605
0236, Degree : 172, Score : 0.0028519316862875145
0339, Degree : 172, Score : 0.0028519316862875145
0601, Degree : 171, Score : 0.002835350688111424
0218, Degree : 170, Score : 0.002818769689935334
0160, Degree : 169, Score : 0.002802188691759244
0001, Degree : 168, Score : 0.002785607693583154
0353, Degree : 168, Score : 0.002785607693583154
0058, Degree : 167, Score : 0.0027690266954070635
0173, Degree : 167, Score : 0.0027690266954070635
0354, Degree : 167, Score : 0.0027690266954070635
0495, Degree : 166, Score : 0.002752445697230973
0513, Degree : 166, Score : 0.002752445697230973
0364, Degree : 165, Score : 0.002735864699054883
0350, Degree : 164, Score : 0.002719283700878793
0500, Degree : 164, Score : 0.002719283700878793
0419, Degree : 161, Score : 0.002669540706350522
0496, Degree : 161, Score : 0.002669540706350522
0175, Degree : 160, Score : 0.002652959708174432
0184, Degree : 160, Score : 0.002652959708174432
0409, Degree : 160, Score : 0.002652959708174432
0202, Degree : 159, Score : 0.002636378709998342
0522, Degree : 159, Score : 0.002636378709998342
0361, Degree : 158, Score : 0.002619797711822252
0370, Degree : 158, Score : 0.002619797711822252
0407, Degree : 158, Score : 0.002619797711822252
0498, Degree : 158, Score : 0.002619797711822252
0094, Degree : 157, Score : 0.0026032167136461615
0661, Degree : 157, Score : 0.0026032167136461615
0095, Degree : 155, Score : 0.002570054717293981
0368, Degree : 155, Score : 0.002570054717293981
0021, Degree : 154, Score : 0.002553473719117891
0411, Degree : 154, Score : 0.002553473719117891
0060, Degree : 153, Score : 0.002536892720941801
0226, Degree : 152, Score : 0.0025203117227657105
0301, Degree : 152, Score : 0.0025203117227657105
0162, Degree : 151, Score : 0.00250373072458962
0420, Degree : 151, Score : 0.00250373072458962
0082, Degree : 150, Score : 0.00248714972641353
0416, Degree : 150, Score : 0.00248714972641353
0517, Degree : 150, Score : 0.00248714972641353
0365, Degree : 149, Score : 0.0024705687282374398
0155, Degree : 148, Score : 0.00245398773006135
0239, Degree : 148, Score : 0.00245398773006135
0562, Degree : 148, Score : 0.00245398773006135
0118, Degree : 147, Score : 0.0024374067318852595
0241, Degree : 147, Score : 0.0024374067318852595
0560, Degree : 147, Score : 0.0024374067318852595
0134, Degree : 145, Score : 0.002404244735533079
0020, Degree : 143, Score : 0.002371082739180899
0025, Degree : 143, Score : 0.002371082739180899
0166, Degree : 143, Score : 0.002371082739180899
0369, Degree : 143, Score : 0.002371082739180899
0412, Degree : 143, Score : 0.002371082739180899
0429, Degree : 143, Score : 0.002371082739180899
0168, Degree : 142, Score : 0.0023545017410048085
0174, Degree : 142, Score : 0.0023545017410048085
0225, Degree : 142, Score : 0.0023545017410048085
0351, Degree : 142, Score : 0.0023545017410048085
0599, Degree : 142, Score : 0.0023545017410048085
0659, Degree : 141, Score : 0.002337920742828718
0004, Degree : 140, Score : 0.002321339744652628
0366, Degree : 140, Score : 0.002321339744652628
0410, Degree : 140, Score : 0.002321339744652628
0163, Degree : 139, Score : 0.0023047587464765378
0213, Degree : 139, Score : 0.0023047587464765378
0563, Degree : 139, Score : 0.0023047587464765378
0281, Degree : 138, Score : 0.002288177748300448
0515, Degree : 138, Score : 0.002288177748300448
0002, Degree : 137, Score : 0.0022715967501243575
0069, Degree : 137, Score : 0.0022715967501243575
0072, Degree : 137, Score : 0.0022715967501243575
0340, Degree : 137, Score : 0.0022715967501243575
0070, Degree : 136, Score : 0.002255015751948267
0075, Degree : 136, Score : 0.002255015751948267
0161, Degree : 136, Score : 0.002255015751948267
0210, Degree : 136, Score : 0.002255015751948267
0308, Degree : 136, Score : 0.002255015751948267
0406, Degree : 136, Score : 0.002255015751948267
0169, Degree : 135, Score : 0.002238434753772177
0371, Degree : 135, Score : 0.002238434753772177
0413, Degree : 135, Score : 0.002238434753772177
0283, Degree : 134, Score : 0.0022218537555960868
0490, Degree : 133, Score : 0.002205272757419997
0362, Degree : 132, Score : 0.0021886917592439064
0156, Degree : 131, Score : 0.002172110761067816
0027, Degree : 129, Score : 0.0021389487647156358
0167, Degree : 129, Score : 0.0021389487647156358
0152, Degree : 128, Score : 0.002122367766539546
0151, Degree : 127, Score : 0.0021057867683634554
0491, Degree : 127, Score : 0.0021057867683634554
0514, Degree : 127, Score : 0.0021057867683634554
0150, Degree : 126, Score : 0.002089205770187365
0304, Degree : 126, Score : 0.002089205770187365
0519, Degree : 126, Score : 0.002089205770187365
0576, Degree : 126, Score : 0.002089205770187365
0055, Degree : 125, Score : 0.002072624772011275
0154, Degree : 125, Score : 0.002072624772011275
0158, Degree : 124, Score : 0.0020560437738351848
0337, Degree : 124, Score : 0.0020560437738351848
0357, Degree : 124, Score : 0.0020560437738351848
0359, Degree : 124, Score : 0.0020560437738351848
0076, Degree : 123, Score : 0.002039462775659095
0372, Degree : 123, Score : 0.002039462775659095
0428, Degree : 123, Score : 0.002039462775659095
0456, Degree : 123, Score : 0.002039462775659095
0068, Degree : 122, Score : 0.0020228817774830044
0373, Degree : 122, Score : 0.0020228817774830044
0437, Degree : 122, Score : 0.0020228817774830044
0509, Degree : 122, Score : 0.0020228817774830044
0009, Degree : 121, Score : 0.002006300779306914
0022, Degree : 120, Score : 0.001989719781130824
0159, Degree : 120, Score : 0.001989719781130824
0056, Degree : 119, Score : 0.0019731387829547337
0040, Degree : 118, Score : 0.001956557784778644
0320, Degree : 118, Score : 0.001956557784778644
0338, Degree : 118, Score : 0.001956557784778644
0431, Degree : 118, Score : 0.001956557784778644
0436, Degree : 118, Score : 0.001956557784778644
0052, Degree : 117, Score : 0.0019399767866025534
0450, Degree : 117, Score : 0.0019399767866025534
0224, Degree : 116, Score : 0.0019233957884264633
0367, Degree : 116, Score : 0.0019233957884264633
0389, Degree : 116, Score : 0.0019233957884264633
0458, Degree : 116, Score : 0.0019233957884264633
0460, Degree : 116, Score : 0.0019233957884264633
